hotel_id,hotel_brand,book_date,check_in,check_out,star_rating,price
OpRTxzjqWe7fspTjxbGKhDU5njFRWP8l2SpupF0KW8g=,5,3/5/2023,3/4/2023,3/5/2023,3,86.14
HT+Li52Nz/Thim/6SsVJsDJCYixSGZB8pS4JSHumSeg=,3,3/5/2023,3/4/2023,3/5/2023,3.5,217.17
bQiB4AVWWyVOpZvi8qSgLjrJz4nNbCrAmStZc2xdFfw=,2,3/5/2023,3/4/2023,3/5/2023,4,203.92
5EDRTozDaS7vPUFULuGDUBAqTtk4uQdI+DF48IG7byA=,5,3/5/2023,3/4/2023,3/5/2023,3,144.63
UFFSTk+OVrbq0H7Ihj/5uGlYjvddjDO3dODjWopB2Ws=,2,3/5/2023,3/4/2023,3/5/2023,4.5,136.24
JJZas71syhaub8SDSW9kOHDIob+jPNHQS3Sjp4awyhU=,1,3/5/2023,3/4/2023,3/5/2023,3.5,177.16
Iuh6eRqk+BTX9v52NNdpn1VD4WNPpsUr6OvHbFy2ehg=,5,3/5/2023,3/4/2023,3/5/2023,4.5,301.65
+yks5OVwpYvHkoG6mxqvmc90Hj5VndKTyvd7VDEUFIk=,3,3/5/2023,3/4/2023,3/5/2023,4,278.57
QgwHA1JVB4ZBfyIKmv+SkDS4/vi3hO/McLt9WUGLZ7o=,3,3/5/2023,3/4/2023,3/5/2023,,439.69
Jn2P1iVaH47mLQ+Ex8LB6GtNoS3V6CJruea4eZlPY6k=,2,3/3/2023,3/4/2023,3/5/2023,3.5,345.59
FZWy8SWkgzmxLyjpp6fys9v7AOSNhnICEJY7GJdh4/A=,1,3/3/2023,3/4/2023,3/6/2023,3,188.67
k3Es/UUPNkU0YrpBUIDoE0wcmM9cUSTGczIqHtM73XY=,5,2/28/2023,3/4/2023,3/5/2023,3.5,254.82
t0Nz1vDpriC6BlKmAjsmWP80SaMBgipDgS5lsPvs2DQ=,2,3/3/2023,3/4/2023,3/5/2023,3.5,629.19
RLaSIN9N5AleuQrbcQSpJSl5nwmrNQbCA0sQA3/gE/g=,4,3/2/2023,3/4/2023,3/7/2023,,1151.78
mgHVXqpJR7AD6wg1I020vuxU0fvMh8pY93iHDsiWDlU=,3,3/1/2023,3/4/2023,3/6/2023,4,942.36
ghSi8f6oi0KdVzpvpF1pzf+nq4wnGohW866kD2S/+ek=,5,3/1/2023,3/4/2023,3/5/2023,2.5,158.26
e3Y8CcqSEllc62v2Zl4jsqxKXXK6K0HOlfoPVivFvU8=,5,3/4/2023,3/4/2023,3/5/2023,2.5,247.75
bWa+Gc9I//tot3dKqMDYvLlrXkVbqhI7qxwQPUzEyok=,5,3/1/2023,3/4/2023,3/5/2023,,269.19
JWluyNgwuJE6fvekxB+yeerRveTVIdSPYqOGg0GLJ+Q=,3,2/28/2023,3/4/2023,3/5/2023,,325.5
F+VJKH7UQnHPskZWlvwi95SKZbiP5oABQyVmrELnxTA=,4,3/1/2023,3/4/2023,3/6/2023,4,446.63
/b91mTSWL9974Uk/3NKWPXXLb2SoP38n1k7uNUeQq7c=,3,3/4/2023,3/4/2023,3/5/2023,3,298.51
ffazoeSgpBECw5t9mVBBmiXagrVZ69sNaZ2Lp7yPdRs=,3,3/1/2023,3/4/2023,3/6/2023,,358.94
/4dVnCP2mimBlFFJ3EHQQrMbUsxCUYmO3T/CMLeGyPU=,2,,,,,
dJ7My8iKbXkyXH5ACAlZPKCnC16Ek02RuaMW0ZXugQg=,5,,,,,
YN3cGac1xts1nYuUa2su28pdm0Z2ESdYw4L5t8KQquc=,4,3/3/2023,3/4/2023,3/5/2023,3,537.66
Qruntd2ySRAKHpqJLTCoYbRNbVf/Jvw7qM+ZB43cW1g=,3,3/4/2023,3/4/2023,3/5/2023,3,154.75
ihHlfxEPgp8Pt86tfg7f2ikruWyK6yiBncB6Tu4zftg=,3,3/4/2023,3/4/2023,3/5/2023,3,157.53
bhIhBhMpFhvtF2UwPv3sWU6f8wd/mHL37A/s1IOLdBA=,4,3/4/2023,3/4/2023,3/5/2023,4.5,204.46
STggx18/HGGDX+6QKMnNbyYaA6w+eSdBdO5/gpeEBQI=,3,2/28/2023,3/4/2023,3/5/2023,3.5,185.66
dUoVggwn/onRD4WhNxQvbJRxiWQwFr4J+YX1gxh9Aw8=,5,3/3/2023,3/4/2023,3/8/2023,,2079.02
PNmvqYMUxK+1EMUSJF7xiDeezr/R+nvgGUGA3X3sZVw=,5,3/3/2023,3/4/2023,3/6/2023,4,226.47
3o11W/q8D9NKCuYKt0zDT5jBb1i5g7Crkmu+tGfFjzs=,5,3/4/2023,3/4/2023,3/5/2023,4,287.33
LPtmzB7qBjuKsoOjZxNQUjfoeybdi68Zv8eY4IwQyt8=,2,3/2/2023,3/4/2023,3/5/2023,3.5,152.62
hMwi8flLdLfMvf3p47bia3nx+tzHfb1wPKvnurkwqxQ=,4,3/4/2023,3/4/2023,3/5/2023,3.5,118.2
/RRYan5vM71uCHlokswEi/4ei5PbpeW5+Re3RFcccWQ=,5,3/4/2023,3/4/2023,3/5/2023,3.5,268
rnFuci0sAzHKb2Jdh3MdEsFbxmZjXJD4RTlFQzG+xrc=,5,3/4/2023,3/4/2023,3/6/2023,4,415.12
+Y+XiHLxbtRUzuswET25mi9MDtYDK3R3Y4czzqEA38o=,5,2/28/2023,3/4/2023,3/5/2023,3.5,274.45
XT4cqfDzYTVbqGcYboNgPb+pgGHKzee08rcWoqDaMB0=,5,2/26/2023,3/4/2023,3/5/2023,2.5,106.92
mW9VrUQh/1DWZDKXL2i8MG8IiFZNoJJvUa4cOD/ta+k=,5,3/4/2023,3/4/2023,3/7/2023,3.5,417.64
qj8Lf9VdFZscKWvnm9WnQf/XYotq3juoNgtDLJHvQsw=,1,3/1/2023,3/4/2023,3/5/2023,3.5,88.64
acPY7EvQ3+WNOcWGqMFaLNuAKDYVnzu9azS/k1idIa0=,3,3/4/2023,3/4/2023,3/5/2023,4,295.07
c2DM9HF3/61nSzPfL28K2u674lwGp+CBpA3FkuoeKiw=,3,3/4/2023,3/4/2023,3/9/2023,4,782.92
sPB7vT59GRPva5ya0d/nsCDUeznFOXI0T4lDXI7BWsw=,3,2/28/2023,3/4/2023,3/5/2023,,543.01
AH+MzmbBnOsMfSPp480EQTmDh1ia4+yivnSPVM9KsjY=,5,,,,,
x/ulPq+9pWu+7qsXzcAHSk3sK5kC137zjVJkL3rgt+s=,5,3/4/2023,3/4/2023,3/5/2023,4,289.17
Vlk05kB/iNmN3jX1adm6ZE0fsQS1DwjDKvXj+SvkLCE=,2,3/4/2023,3/4/2023,3/6/2023,3.5,530.83
MOeitBdog15c5+MQEn42R/Lu8B+HNn6lHqGNYWcQe3E=,4,3/4/2023,3/4/2023,3/7/2023,4,321.66
ayNvut/Rze5nPeJE566cV0Jv+HPdTBjRf3Eiqy/6HsM=,3,3/1/2023,3/4/2023,3/5/2023,,360.08
HczGJiLeLssVcnhFBkwxClG/4dIG6va2wHUnliMMv/s=,3,2/27/2023,3/4/2023,3/5/2023,4,75.61
AvF+L8vOTB+LXex6PAbBsmcrAfZAw5cpxYrW2kHktmY=,3,3/1/2023,3/4/2023,3/5/2023,3,289.43
DME41+NhPjcERGElq13lIbpSHvDIaDz+BxdDnyNp+/Y=,5,3/4/2023,3/4/2023,3/5/2023,4,277.47
SdsNwRuY2Sr+UKc2BNoAiizUQCWLYYfxyJo9ntoXNME=,3,3/4/2023,3/4/2023,3/5/2023,3.5,231.11
0nNRPYTrHwD+s7+V5PwVdRZuttfE6gNzAUIyzT9b07w=,3,3/4/2023,3/4/2023,3/5/2023,2.5,171.72
jVZmf1waGx28D0pNZVIOBI4fZsTN1S7i/wHlKt6sPlQ=,2,2/28/2023,3/4/2023,3/5/2023,3.5,69.43
HQK7VWY1bMo9WQTJqDG+NeMQZJOXTmy1Ic1OvPLaxSs=,3,3/4/2023,3/4/2023,3/5/2023,4,123.85
iANHVYmfkddy9+Ky2cS3mjFFwQcIot8xSa0bnKvAC4I=,4,3/4/2023,3/4/2023,3/5/2023,,614.22
FZ4AnWkH2jDTlEZ97a4F+0FdEig0TApsU8niDuXvkVM=,2,3/4/2023,3/4/2023,3/5/2023,3.5,189.95
U0zHYXxEd3fddat/bH5L+3baBuQDOGm9dhD9hUw6tDI=,5,2/28/2023,3/4/2023,3/5/2023,3,175.07
ESPOK3HrZMVy5t4OFKcjwXpV9ndIMn1O6DsTbqydr4U=,1,3/4/2023,3/4/2023,3/5/2023,2.5,200.12
fI0NURyyJ0d3E03b258oGUsminYnY3dkhW97Gg4oSGs=,5,3/4/2023,3/4/2023,3/5/2023,,392.9
ZfhZmiKPin2DlBZbVqdsiTPoGyiL5WzVHtqcgiOzhS0=,3,2/28/2023,3/4/2023,3/5/2023,3.5,193.54
J3zfi+jN6Cr457Wohdh0Qyx3A6C7BiquhVaJjHZuIeA=,3,2/27/2023,3/4/2023,3/5/2023,,263.11
NPtJNfxxL2ugs0CvimcQunYrsrvvAJxK+uW0e6nc5YA=,5,3/4/2023,3/4/2023,3/5/2023,4.5,171.88
amMgQN3bB5f5jM0V86Wjls7RLj7rAjQCqCory1k62TU=,2,3/3/2023,3/4/2023,3/5/2023,3.5,216.6
JQFgW3t98shOEUS1Tj+AhV1BOiMpGtSfpUlHuol+YaY=,5,3/2/2023,3/4/2023,3/8/2023,4.5,1036.36
Ow+/8HztHAXgzBAK7dcL6gy+hHxsslGJ5pLdhErPdZU=,3,3/4/2023,3/4/2023,3/5/2023,2.5,128.36
il6hz7lCtJWObGycbFZk+GHwkj+AsC/eHCXEjTjWk4o=,5,2/28/2023,3/4/2023,3/5/2023,,73.88
oFzbZ0QlyNQx8LWhi6EMiw16VPk65MDZUtRMJA/5Rxk=,5,3/3/2023,3/4/2023,3/5/2023,3,149.26
H5IHjc5bVU3H2xeAs0+vuxVw46pK9F21ZxNIPNsRg9k=,1,3/2/2023,3/4/2023,3/5/2023,4.5,304.82
VqM5dyO2YM8rXcxpHePu2Sa0Y1SoxzDomrmn5LJdITM=,3,3/3/2023,3/4/2023,3/5/2023,3,253.07
/laChv0Ls4Gx6Ca+JVBw4ocgEEOlxzntMpynHwvh9rU=,3,3/4/2023,3/4/2023,3/5/2023,3.5,166.53
ev1uUUlV+N+x+FQHYsBt0a9+Wfd3LQR5B5qjda2GhsY=,4,2/28/2023,3/4/2023,3/5/2023,,470.36
tlQdmpodKe9wF+XXIE88BBv7dzCZd5+lbnx5TcuFQRw=,4,3/4/2023,3/4/2023,3/5/2023,,353.57
xWO2mvOTb3b8kllfzVoBT+KkgCnI1GDF8fOGm83nZps=,2,3/4/2023,3/4/2023,3/5/2023,3.5,73.02
+D1JKGnYawjH5AOlYHAuoFyqKN4BeQObOx4wZV1LokM=,1,3/4/2023,3/4/2023,3/5/2023,2.5,147.19
MCocA70NG69JjgQg4ddz3zdgLsEMb97Ry7YFlUWNXyA=,2,3/1/2023,3/4/2023,3/5/2023,3.5,260.95
eBD2ZRLKCk1wqsACl4Zj/0ms4JjUesCykJPhKnud25I=,2,3/4/2023,3/4/2023,3/5/2023,3,319.92
amMgQN3bB5f5jM0V86Wjls7RLj7rAjQCqCory1k62TU=,2,3/4/2023,3/4/2023,3/5/2023,3.5,165.57
9zax1JYsNAlgJjWxJWsVOk8d0bYYHTDlYIYdWJ6BqtY=,1,3/2/2023,3/4/2023,3/7/2023,2.5,367.43
IJH4YbvVrf3tAUPtFNqogR3Kw2zuZmClhP17hCvdJR0=,1,3/4/2023,3/4/2023,3/5/2023,3.5,40.06
aQFPdRDlFomRuLB2NTCquMv/cAHkPt0gESzWA2zAQug=,3,3/4/2023,3/4/2023,3/5/2023,3.5,148.85
v5nITilGpfJ6t4ZC5jFhgHx5bEqW2r4NCmCkPjSYf0U=,2,3/4/2023,3/4/2023,3/5/2023,2.5,152.93
J3dhcfyzmc5qcmwQrShAgF0XYJn6MnAZdZki3cSNbnY=,3,3/4/2023,3/4/2023,3/5/2023,,207
8KtDtVStib0q11PngKTnznt8H03mP24mD9rwOMmsfno=,2,3/3/2023,3/4/2023,3/5/2023,3.5,217.15
BP6D4KEcgTec1jChFYyz98rSEvNrdpSKbRKwXUgbLBw=,2,2/28/2023,3/4/2023,3/5/2023,2.5,199.83
OBYVMlmZyjJ9JSCDZbp5k2V1ShwxD2tVlW2qCcfgN3I=,2,3/3/2023,3/4/2023,3/6/2023,3.5,517.62
698vCrotUK7MFiS7R4uMd3NmfmjLNVwvVMIdCQRbH9k=,1,3/3/2023,3/4/2023,3/6/2023,3.5,149.33
gFE9wVJR9z/0ZVNVMy/qI7SNDzC/EiGXxWmHu+yrQ8w=,5,2/28/2023,3/4/2023,3/6/2023,4,163.32
fvBmzn8hSHgASNqYiOpPqmEdPsjziZr9GMLiunPUk8c=,3,3/3/2023,3/4/2023,3/5/2023,4.5,269.9
vktJO87Fami5gGFwDfsj8GnRcXigz3XjETqbqKRb6Vo=,3,3/4/2023,3/4/2023,3/5/2023,4,80.03
j6Q19YhIInebA9PbTAoOeHBaGvpRpyc5Ous5NnigGuk=,5,3/2/2023,3/4/2023,3/6/2023,4,524.6
zevQDBuwpStods+xLcZ6tf9o0GHk7hXsMPnWJfynZ9M=,1,3/4/2023,3/4/2023,3/5/2023,3.5,145.09
DYlgKEBFdyIHPpfYa3JgTu5Fj1tTKzaZhqoj2UY3KdI=,3,3/4/2023,3/4/2023,3/5/2023,2.5,151.81
zTDwi9TRNm8Bdst3y/6Jzv1rR89JBbL/sexmrKoTCsw=,1,3/4/2023,3/4/2023,3/5/2023,2.5,61.15
wSDLyVuMnNzz90UMPy2S0wWOBss4f2yotU4WW8c9lDM=,5,3/4/2023,3/4/2023,3/5/2023,4.5,80.37
c/E4psjTEyEHsOpglNCJNLtJpmfdpzK5N++3oacbs6U=,5,3/1/2023,3/4/2023,3/7/2023,,545.02
2IPvuGsJcOJ69XcyfkBXlpM+XAZW1cYZzq6WlqLfzF0=,5,3/4/2023,3/4/2023,3/5/2023,4.5,68.84
NznnhlqJyn2X/AM9M1yY2coVOu4zPTAek5yBVx5OO6M=,2,3/4/2023,3/4/2023,3/5/2023,2.5,110.71
zjH2Q4u34QAkoJyyj8BdrOxr2zGdK5KhZWRTKN35cgA=,5,,,,,
7PQBuKPOddGrSMjBg36AVaPqhMrpFOQOng6F2o8zDS4=,2,,,,,
qj8Lf9VdFZscKWvnm9WnQf/XYotq3juoNgtDLJHvQsw=,1,,,,,
of6ibOR0FtgIJU7x5TT9FQCvxjW95AOkW2Khpd3p5SU=,1,,,,,
bcf3koHAzVYt4h9kU5mO93aEcn8xoHtwKJ2vm+ydLrY=,2,,,,,
Kb/0cK1jYMtSHQKfvC38MjSwA7VLRez4ArFNgBPrqFw=,1,3/3/2023,3/4/2023,3/9/2023,2.5,966.94
sFiYCjDUFbTcSZKFFNEJXK+dupkIe2kGGJ2AObrHeKM=,5,3/4/2023,3/4/2023,3/5/2023,3,48.27
vP5aqk2cQ5B53bsp0JxkZbdSz4Jw1zMqD803ymvzKbc=,2,3/4/2023,3/4/2023,3/5/2023,3.5,374.07
oEsLYap3342hCim/BoacIB0ix+yFLnexebKovPrxFsg=,2,3/4/2023,3/4/2023,3/5/2023,3.5,191.13
BhYPjcFLCN7dEdfKIYu252HP2Kf7wS0VRdpGGLfdvC8=,1,3/4/2023,3/4/2023,3/6/2023,3.5,215.51
sYUWVJR0+rORW4KH+Ff2tVaVzpnb0l5LVcnlflSMiic=,5,3/4/2023,3/4/2023,3/5/2023,4.5,199.28
kdiqH2mDOk8IB95Mm0aB7HB/Aqy0CChhdAogW/uz7E4=,2,3/4/2023,3/4/2023,3/5/2023,3.5,152.57
2zWJ8wzyZaAQZfW/L4AcT/ClSJND86a1Wi6CdpOli3w=,5,3/4/2023,3/4/2023,3/5/2023,3.5,125.41
7n7/qa4mSn8rPp+a+quG6sMumGxw/6Hbvh9xWwVWE+I=,5,3/3/2023,3/4/2023,3/6/2023,2.5,244.64
/S6hLutvUomG5YbjHhqj5dl1uz0/1jKQqUzgbabzE+A=,2,3/4/2023,3/4/2023,3/5/2023,2.5,191.21
TVLvuW1vjOAs+Ovfp8E9OMmaS8HKmJi7xlmufdMsCtQ=,1,3/4/2023,3/4/2023,3/5/2023,2.5,74.82
xQ5bHDmVPxuQlEpMJgyfzwPYtXjIjoRgMUrHI+/l9OA=,5,3/4/2023,3/4/2023,3/5/2023,4.5,105.1
3m59/8GVu+iszmmvzAAAhGimp9KH2sYTPzh1G/t/h5E=,5,3/3/2023,3/4/2023,3/5/2023,3.5,219.3
JJR0mr4aNsPi+4ajr5LOPHtq3UDSSHbDPEQ8uBPUHF4=,5,3/2/2023,3/4/2023,3/7/2023,4.5,450.63
Wvi4FNoVkSuBfl0C/n26RnYSOkwC89XlLa/HL85iSWw=,2,3/3/2023,3/4/2023,3/6/2023,3.5,568.52
V68SOyI27LxO2/9om0D2sh3KdE95LjrQPXIuhD7Rbiw=,2,3/2/2023,3/4/2023,3/5/2023,4,138.35
YtokzGFr8k+ZRbON2lBLO1KltHfMVt0UE3KKdYR9KpQ=,5,3/4/2023,3/4/2023,3/5/2023,,171.79
cE9kIeNclCeqR75/n0oJdPBt+cV/AvB4l6PHkkBZ4A0=,5,3/1/2023,3/4/2023,3/5/2023,,239.41
eZnREaGZR3lkP+Ibw7GWrWd+WoOFa0qDWgSFCf+Rgcs=,1,3/4/2023,3/4/2023,3/5/2023,3.5,112.78
16+tr1Tlqoqbm/VA6XwT7Cymndyy3vCDT3Zi/UK9xOs=,2,,,,,
O6ClwQ1OJCH1Ty48dXtAzQyNzIOaQ9P0RHPfB9V21yU=,2,,,,,
pgezwnWefYhJI4Y+pOc50EIlJm5RQtWMGZJWHqgBxKk=,,3/4/2023,3/4/2023,3/5/2023,,213.81
++2MjZrcajAE9ZfwYWaksvStitlI7od5h2izZVi94Tc=,2,2/28/2023,3/4/2023,3/6/2023,,748.48
9XNZKFWrSUIlhZoPFwtWdU3Uxapmd9XGaS0qY/VrXuE=,2,3/3/2023,3/4/2023,3/5/2023,2.5,216.22
NQsyRrN+GLMMAnShyhKca7ilCw45ejsYiU2ELflSbVw=,2,3/4/2023,3/4/2023,3/5/2023,2.5,129.36
Nu3YyJ7/6t2UcUWO9dUZftX5SLlxcjqKyjtoGkXEpG4=,3,3/4/2023,3/4/2023,3/5/2023,2.5,261.89
hPllbAse3VfUa+7NFyAA+RXFgRBCLzBGoKuF2HIjIxg=,3,3/4/2023,3/4/2023,3/5/2023,3,101.17
xWJhOnNs5ye6x0Q0ZtPHqy4PH1qSz1jsWzqbocF8bG4=,3,3/4/2023,3/4/2023,3/5/2023,4,170.05
6T6mYWfBaRm/LkJOnHWJGDRbH3bhFTGm27L/wPMcfik=,3,3/4/2023,3/4/2023,3/7/2023,,402.39
oEsLYap3342hCim/BoacIB0ix+yFLnexebKovPrxFsg=,2,3/3/2023,3/4/2023,3/5/2023,3.5,107.71
gFE9wVJR9z/0ZVNVMy/qI7SNDzC/EiGXxWmHu+yrQ8w=,5,3/1/2023,3/4/2023,3/5/2023,3,224.06
9QJsGbs10zRVj/bEBTShTQy2if6zjSHjSzDvI825cv8=,1,3/4/2023,3/4/2023,3/5/2023,2.5,142.12
wxzLx1q43JUUb1cZ1nVjmSk0XSMaPHOxLU3jcsdiOFk=,2,3/4/2023,3/4/2023,3/5/2023,2.5,55.96
kSoGFoUJlmRCfdeyGuy9x3nB1tMTX0NosOvwtBXrlGg=,2,3/4/2023,3/4/2023,3/5/2023,2.5,112.03
rg3ozNkc+1TYnRIHSvdq2hwrjWo7/i4dEY7WBx9PgVk=,2,2/28/2023,3/4/2023,3/5/2023,,304.97
FFH/M2lLWvEV2/Tgl1BMwP3ZMT4yWBy4U4NyxSCpjOs=,5,3/3/2023,3/4/2023,3/5/2023,2.5,122.21
Ol9FNrsMh2L6y/GUSF6AGfVB/31Zrr2bh3YpoOrKV0E=,2,3/2/2023,3/4/2023,3/5/2023,,52.14
9JhcH6hDu+mTAH8KmAMe07i905dkkJWZ1r49S96MAuM=,1,3/4/2023,3/4/2023,3/5/2023,3.5,138.69
qSIycXvXKjRbr03ZWOnSlyA2M2i0Egh3jzAVz4Mcqf8=,5,3/4/2023,3/4/2023,3/5/2023,3,104.96
cEDzDIJzLtkebSCFnjq4v7R2gRwZyFOZKnPcIzSaC6Y=,5,3/4/2023,3/4/2023,3/6/2023,,247.64
fyaeR+Pcgb76Mz+IvLbaQIbvlqKL1T21toFf98B8kJw=,2,3/4/2023,3/4/2023,3/5/2023,3.5,152.5
hzjTTzbwZAaMfAZEZL31/CJoT15KSyO1ZmEqxNDsTtA=,2,3/3/2023,3/4/2023,3/7/2023,2.5,542.02
JuNUmDuVhS4vvlz8qBJefjbXyOLUqLSMZRdymG86H44=,2,3/3/2023,3/4/2023,3/5/2023,4,92.91
VF7ItaAuNWpLYmHYzxp7kTFVj9iF4WuL78Te+r42xpw=,5,3/4/2023,3/4/2023,3/5/2023,4,172.62
UlUUc2m0O/F7EPLEPzvz6G9CYQnzJmq+PDxlhPWEEIg=,2,3/4/2023,3/4/2023,3/5/2023,2.5,141.79
qadJVHzTxcC78IIiToJQWt7IcZKAo+LbZ+2zeTge8Rg=,5,3/2/2023,3/4/2023,3/7/2023,,882.56
PXwgNgCPhWHtO25B8fKH4c0d0O0Yoj7PG73jCAsDWlw=,5,3/4/2023,3/4/2023,3/5/2023,4,135.85
kx4DSwvHhNonDSK9CUvgINOM15p0xuHAx5H+thVceNw=,5,3/2/2023,3/4/2023,3/7/2023,2.5,1023.26
OlwVJX5rHGuKh3NPU7vvo6b9LYvyY0dSIcy0KCa8f0Q=,5,3/4/2023,3/4/2023,3/5/2023,2.5,182.7
673PtARjRfOB9CaUoKouTsR2fUJGOzXKtNYwBbRT3Qg=,5,2/28/2023,3/4/2023,3/5/2023,4.5,231.16
aGgmWvIJIJq9NbX0Tj5fBHfV+zvhoIYIYpXzR3ryJjo=,5,3/4/2023,3/4/2023,3/5/2023,4.5,159.41
2XS3dbwh616tdArSnCWxeF2gJq78HJchb/P43dmGQGg=,5,3/3/2023,3/4/2023,3/6/2023,3,553.8
YdTJLKZiGr8Sn44sAfHPT+3Mk4CwHh9nCJjENq0hMSw=,5,3/1/2023,3/4/2023,3/5/2023,,234.52
1lLj7jr1FL4D+Wy4+MI5DzQZm1YRysa/QRafE1bz+CQ=,5,3/4/2023,3/4/2023,3/5/2023,3.5,145.37
rh7pPSzbiKJa2LlCBnR29bcsemHptACqCOK7hPXbi9Y=,5,3/3/2023,3/4/2023,3/5/2023,4,78.84
DdIV+iHrGFpbwS0sIBO1xTDiBWb0wfkwmQU4UIvpzMk=,3,3/4/2023,3/4/2023,3/5/2023,3,157
uyfW54QUb082UDERx3NozX/JnIYSjBVPo8tsc+gvUPg=,5,3/4/2023,3/4/2023,3/5/2023,2.5,184.55
SWRG/urO+emtD4QnQyDyZatDmpKYHES9wYQZYFIJQa4=,5,3/4/2023,3/4/2023,3/5/2023,3.5,273.61
yGpgPsctTZ2/fVIUnt+A4fGfTWTekk4OE3e7LBJmlGk=,5,3/3/2023,3/4/2023,3/5/2023,4,74.33
xCxvq21P/iKk69IMDvnGeby0BmhTnIXaklUDob5pJcs=,3,3/2/2023,3/4/2023,3/5/2023,,123.9
Dv+Cw3Q+uCbDPlemgkVhPtPBaZajZaMa+GMf5cmdgy8=,5,3/4/2023,3/4/2023,3/5/2023,,292.71
o6SGwixRbHc90BjY6MrGxBFBFKoU5Fnb8BN+Nbh6Oj8=,2,3/1/2023,3/4/2023,3/6/2023,2.5,279.35
R8Q6wAvFXF/yidXQEmqwlc2K8Oxn4UpFpnNtCRbm0xg=,5,3/2/2023,3/4/2023,3/6/2023,,533.4
wY2DdzIMTufsat0+f/BB5Hj7lNr0bfWpOKZf2Y6uLFM=,5,3/4/2023,3/4/2023,3/5/2023,,136
wY2DdzIMTufsat0+f/BB5Hj7lNr0bfWpOKZf2Y6uLFM=,5,3/3/2023,3/4/2023,3/7/2023,,1134.5
o9IbcbhhABKtMmB4b9QaJd3RysTjGYNhkhn1HW02vXA=,2,3/3/2023,3/4/2023,3/5/2023,,181.26
OO4p3JMxNsOW92JePvMq8uEHUycCgfir2m/JBw2weOs=,5,3/1/2023,3/4/2023,3/7/2023,3,296.63
OH2VbbvWGrKPEfeRiTXoQVtKSV9XJfziWDteE5PEAW8=,2,3/4/2023,3/4/2023,3/5/2023,2.5,144.39
RDitnqWGhCk0ETY35Ns+JWErAj4f3S47Fm5H54wvLXc=,2,3/4/2023,3/4/2023,3/5/2023,3.5,169.52
5uEhZgNxJCltn8Fr3xlyPOPOjvskTOnkI67Ut7PXg8E=,1,3/4/2023,3/4/2023,3/6/2023,4,305.55
uINKq/hyR/nhHCgnrxwyJriF7hBPUwbxxSb0Buzfgk8=,2,3/1/2023,3/4/2023,3/5/2023,3,433.82
cqvwsjo6RADw+xcB1Ah3R8/s+ljiL0UC7JxtOHGYGfo=,1,3/4/2023,3/4/2023,3/5/2023,3,82.68
P+wjnmSUXhnGVFnSdikhXasgg4FtikTku2aD3RniOUU=,1,3/3/2023,3/4/2023,3/9/2023,2.5,480
dyCg1owloHNFX7LDdqF9xXaq/0V90bV3Xkf68JwmfPo=,2,3/2/2023,3/4/2023,3/6/2023,4,151.8
ZoTbs4gSERpCqHoiOWownQb4wKCwLzMAByZ2071kXKw=,2,3/4/2023,3/4/2023,3/6/2023,3,338.01
F5kkPjGzvpC36yriR/JOrUzR5iQDAZxQOdbU3LGyzcc=,2,3/4/2023,3/4/2023,3/5/2023,3,250.06
eBD2ZRLKCk1wqsACl4Zj/0ms4JjUesCykJPhKnud25I=,2,3/2/2023,3/4/2023,3/5/2023,4,178.06
jqaocW2xl4FcOzaqeX8luyG0Vf3BM3A823sJ4p8kj6E=,1,3/4/2023,3/4/2023,3/5/2023,3.5,150.4
OH2VbbvWGrKPEfeRiTXoQVtKSV9XJfziWDteE5PEAW8=,2,3/4/2023,3/4/2023,3/5/2023,3.5,142.17
inToWN/maVzfh6oajqywJFN02LB2rbS9Cy5S5KXdKaQ=,2,3/4/2023,3/4/2023,3/5/2023,3,163.29
UKfrktZYp+tRN6UwabEO5WxqliKTiYYRBiWIgQTdduY=,1,3/3/2023,3/4/2023,3/6/2023,3,458.53
fcCgR/vDguF9i2X47Bi5TZrY6/2LnN8M6HXW3qWF9V4=,1,3/4/2023,3/4/2023,3/5/2023,3.5,100.84
zykW6y8lyN5dVQmuHdBMEGhcyzRROGoc4gTtFu1KAd8=,1,3/4/2023,3/4/2023,3/5/2023,3.5,70.39
TC0eFcIr4bKaND8r6aa14t8WHUyq5mAK+nzJXjRummM=,1,3/4/2023,3/4/2023,3/5/2023,3.5,73.88
i57lI7cU2qMZc1gP213M3vUH6y/RIYnZZ+1iz9zl378=,2,3/4/2023,3/4/2023,3/5/2023,3.5,120.15
n+UlzQmrLB3wIYdP7j8m7lvVq0i4Gb3G3HDwiwYplcE=,2,3/4/2023,3/4/2023,3/5/2023,4,334.55
fm+wQ+kQKfLW2Til4zGz5vbEOqzBBaGOOUUKEYeiX9M=,2,3/1/2023,3/4/2023,3/5/2023,4,85.55
vzDC3rv4q5GyMTyEL78vyXRU7rMY7q6H4cPwbgA42RA=,3,3/3/2023,3/4/2023,3/7/2023,4,250.2
onW3U+9NBXxkH1+DGZpuq5PowjarFI7DDqmV786ZaGc=,5,3/3/2023,3/4/2023,3/6/2023,4,454.81
D623JhTDk0N6CGF4y/50SIQ8PnEwsW4wOjTMcLA60F4=,2,3/1/2023,3/4/2023,3/5/2023,3,211.5
qbCmAPuDUESMNeNtOyS3a2hr5k6fRMj1L0Wf0Elj2j8=,3,3/4/2023,3/4/2023,3/5/2023,4,183.02
